id_producto,nombre,categoria,precio,costo,stock,proveedor,fecha_ingreso,activo,rating,id_cliente,apellido,email,telefono,direccion,ciudad,pais,fecha_registro,segmento,id_venta,fecha,cantidad,precio_unitario,descuento,impuestos,metodo_pago,vendedor,total
28.0,Derecho Vida,Juguetes,768.18,68.55,243.0,Industrias FH S.Coop.,2025-06-24,True,2.1,,,,,,,,,,,,,,,,,,
29.0,Especie Proceso,Juguetes,428.91,109.84,276.0,Hermanos Rivas S.A.,2025-07-21,True,3.9,,,,,,,,,,,,,,,,,,
30.0,Mira Da,Moda,995.2,326.69,224.0,Natividad Calderon Coello S.Coop.,2025-08-08,False,1.5,,,,,,,,,,,,,,,,,,
31.0,Años Defensa,Hogar,73.39,15.41,283.0,Marín y asociados S.Coop.,2024-02-20,True,3.4,,,,,,,,,,,,,,,,,,
32.0,Seis Próximo,Electrónicos,80.28,317.4,117.0,Suministros Española S.L.N.E,2024-11-25,True,4.6,,,,,,,,,,,,,,,,,,
33.0,Conciencia Peor,Deportes,80.15,122.81,342.0,Grupo Pera S.L.N.E,2025-06-25,False,1.9,,,,,,,,,,,,,,,,,,
34.0,Causa Jóvenes,Hogar,726.12,441.78,295.0,Minería Martín y asociados S.L.,2025-06-06,False,2.0,,,,,,,,,,,,,,,,,,
35.0,Ninguna Ya,Moda,809.42,99.25,49.0,Manufacturas TMNF S.Coop.,2025-05-12,False,2.4,,,,,,,,,,,,,,,,,,
36.0,Población Única,Moda,472.35,365.89,344.0,Infante y Rosales S.L.,2025-08-19,True,1.2,,,,,,,,,,,,,,,,,,
37.0,Distintas Poder,Libros,345.91,431.53,127.0,Mariana Carlos Barral S.Coop.,2024-07-14,True,1.8,,,,,,,,,,,,,,,,,,
38.0,Razones Apoyo,Moda,148.78,95.83,236.0,Compañía Durán & Asociados S.Com.,2024-01-13,True,4.5,,,,,,,,,,,,,,,,,,
39.0,Población Etc,Electrónicos,448.7,431.37,281.0,Belda y Llamas S.L.L.,2023-10-28,True,1.2,,,,,,,,,,,,,,,,,,
40.0,Pacientes Quien,Juguetes,837.67,484.65,474.0,Tecnologías Gimenez & Asociados S.L.L.,2024-05-30,True,1.7000000000000002,,,,,,,,,,,,,,,,,,
41.0,Jefe Haciendo,Moda,486.54,433.0,462.0,Oller y Montoya S.L.U.,2025-08-23,True,1.7000000000000002,,,,,,,,,,,,,,,,,,
42.0,Principio Decir,Electrónicos,985.46,136.28,401.0,Soluciones Ramos y asociados S.A.,2025-04-07,False,2.1,,,,,,,,,,,,,,,,,,
43.0,Mira Año,Libros,957.74,497.73,284.0,Fábrica DSLH S.L.L.,2023-11-19,False,1.6,,,,,,,,,,,,,,,,,,
44.0,Fuego Favor,Deportes,225.52,33.95,376.0,Supermercados del Noroeste S.L.L.,2025-07-29,True,4.0,,,,,,,,,,,,,,,,,,
45.0,Podrá Origen,Electrónicos,59.64,241.01,470.0,Tecnologías del Norte S.A.T.,2025-07-09,True,1.2,,,,,,,,,,,,,,,,,,
46.0,Superior Actividades,Juguetes,89.31,96.98,304.0,Familia Escribano S.Com.,2024-09-16,True,3.7,,,,,,,,,,,,,,,,,,
47.0,Mes Esos,Hogar,409.74,471.09,291.0,Familia Matas S.L.U.,2024-09-21,True,3.3,,,,,,,,,,,,,,,,,,
48.0,Presencia Veces,Electrónicos,623.19,212.52,298.0,Supermercados del Levante S.L.N.E,2024-01-11,False,4.7,,,,,,,,,,,,,,,,,,
49.0,Comercio Grado,Hogar,673.03,160.52,135.0,Soluciones LXU S.L.,2023-11-11,False,1.5,,,,,,,,,,,,,,,,,,
50.0,Público Hijo,Libros,307.0,161.51,384.0,Carpio y Puga S.L.,2024-08-21,True,1.0,,,,,,,,,,,,,,,,,,
51.0,Tú Mujeres,Juguetes,998.47,498.07,37.0,Familia Flor S.C.P,2025-01-29,True,3.0,,,,,,,,,,,,,,,,,,
52.0,Ante Prueba,Hogar,933.93,441.03,450.0,Silva y asociados S.Coop.,2024-12-20,True,2.5,,,,,,,,,,,,,,,,,,
53.0,Partidos Antonio,Hogar,443.8,273.89,154.0,Hnos Terrón S.Coop.,2025-04-19,True,3.7,,,,,,,,,,,,,,,,,,
54.0,Sido Animales,Juguetes,306.38,333.38,480.0,Logística Iberia S.Com.,2025-07-22,True,2.1,,,,,,,,,,,,,,,,,,
55.0,Puso Negro,Electrónicos,744.99,81.95,144.0,Talleres Blanes & Asociados S.C.P,2024-09-24,True,3.9,,,,,,,,,,,,,,,,,,
56.0,Felipe Partido,Hogar,690.62,427.19,258.0,Industrias Giner S.L.L.,2025-09-01,False,2.0,,,,,,,,,,,,,,,,,,
57.0,Carlos Curso,Electrónicos,101.38,214.67,141.0,Compañía Arribas y asociados S.L.N.E,2024-05-23,True,1.0,,,,,,,,,,,,,,,,,,
58.0,Guerra Constitución,Hogar,640.74,134.67,379.0,Suarez y asociados S.Com.,2024-12-17,False,3.2,,,,,,,,,,,,,,,,,,
59.0,Aunque América,Moda,565.3,60.38,483.0,Banco Feijoo y asociados S.Com.,2025-03-31,True,3.2,,,,,,,,,,,,,,,,,,
60.0,Asimismo Sola,Deportes,586.68,78.31,65.0,Hotel MGN S.Coop.,2024-10-12,True,2.2,,,,,,,,,,,,,,,,,,
61.0,Común Juez,Electrónicos,899.94,108.99,127.0,Peñalver y Domínguez S.A.,2025-03-31,True,2.4,,,,,,,,,,,,,,,,,,
62.0,Estudios Ministerio,Juguetes,885.29,206.16,317.0,Banca Privada Cantero S.L.N.E,2024-12-06,True,4.7,,,,,,,,,,,,,,,,,,
63.0,Estilo Aquellas,Hogar,865.96,488.22,415.0,Hermanos Luna S.A.,2024-06-17,True,4.5,,,,,,,,,,,,,,,,,,
64.0,Aún Hospital,Electrónicos,187.57,462.62,400.0,Restauración Armas S.L.,2025-08-27,False,4.2,,,,,,,,,,,,,,,,,,
65.0,Agua Que,Libros,812.64,137.07,403.0,Trini Tamarit Barrios S.C.P,2025-04-01,True,2.5,,,,,,,,,,,,,,,,,,
66.0,Buscar Tipo,Electrónicos,860.01,115.1,418.0,Supermercados del Noroeste S.Com.,2025-08-26,False,2.4,,,,,,,,,,,,,,,,,,
67.0,Están Quienes,Hogar,230.69,331.72,204.0,Comercial Garriga S.A.,2023-11-08,False,2.1,,,,,,,,,,,,,,,,,,
68.0,Fuentes Va,Electrónicos,967.22,143.17,328.0,Emiliano Hoz Trujillo S.L.,2024-01-16,False,3.7,,,,,,,,,,,,,,,,,,
69.0,Aun Gracias,Juguetes,337.84,18.66,449.0,Restauración del Noroeste S.A.,2024-03-27,False,1.7000000000000002,,,,,,,,,,,,,,,,,,
70.0,Control Especial,Deportes,47.87,300.3,176.0,Finanzas TDV S.Com.,2024-02-26,False,2.7,,,,,,,,,,,,,,,,,,
71.0,Gente Guerra,Juguetes,124.49,450.25,97.0,Talleres Morata y asociados S.Coop.,2024-08-08,False,1.2,,,,,,,,,,,,,,,,,,
72.0,Peso Negro,Moda,11.67,463.16,275.0,Buendía y Solera S.L.,2025-05-26,True,2.5,,,,,,,,,,,,,,,,,,
73.0,Su Mí,Electrónicos,949.39,460.78,319.0,Alimentación Carballo S.L.,2023-12-01,False,3.7,,,,,,,,,,,,,,,,,,
74.0,Produce Salir,Electrónicos,722.56,153.66,158.0,Mayol y asociados S.Com.,2024-01-11,False,2.3,,,,,,,,,,,,,,,,,,
75.0,Social Instituciones,Libros,302.7,68.01,215.0,Hnos Cabeza S.A.,2024-08-28,False,3.7,,,,,,,,,,,,,,,,,,
76.0,Éste Cosas,Hogar,619.36,153.97,280.0,Rubio y asociados S.L.L.,2024-06-23,True,2.2,,,,,,,,,,,,,,,,,,
77.0,Conjunto Haber,Hogar,435.59,292.09,335.0,Prada y Royo S.L.,2023-11-09,False,2.9,,,,,,,,,,,,,,,,,,
78.0,Obra Existencia,Moda,678.87,258.03,406.0,Minería Garriga S.C.P,2025-03-21,True,3.6,,,,,,,,,,,,,,,,,,
79.0,Mucho Televisión,Deportes,520.3,318.31,171.0,Grupo Burgos S.Com.,2024-09-19,True,4.3,,,,,,,,,,,,,,,,,,
80.0,Así Libro,Hogar,676.07,116.2,101.0,Palacios & Asociados S.Coop.,2024-04-19,True,1.1,,,,,,,,,,,,,,,,,,
81.0,Antes José,Hogar,984.1,307.58,393.0,Perlita Landa Andrés S.C.P,2025-08-31,True,2.8,,,,,,,,,,,,,,,,,,
82.0,Régimen Mira,Libros,579.91,360.58,196.0,Melchor Carlos Roura S.C.P,2023-11-21,False,2.6,,,,,,,,,,,,,,,,,,
83.0,Serie Entrada,Hogar,659.5,7.74,384.0,Suministros del Noroeste S.Com.,2024-05-19,True,4.1,,,,,,,,,,,,,,,,,,
84.0,Debía Valor,Hogar,184.13,479.19,265.0,Consultoría Avanzadas S.L.N.E,2025-02-01,False,1.2,,,,,,,,,,,,,,,,,,
85.0,Pueden Señaló,Hogar,918.3,65.07,68.0,Uría y asociados S.L.,2024-01-01,False,3.7,,,,,,,,,,,,,,,,,,
86.0,Instituto Asimismo,Juguetes,599.5,475.27,456.0,Ferrando & Asociados S.A.,2024-06-20,False,3.5,,,,,,,,,,,,,,,,,,
87.0,Nuestros Clase,Libros,893.1,216.24,464.0,Consultoría CHOU S.C.P,2024-03-30,False,4.6,,,,,,,,,,,,,,,,,,
88.0,Instituciones Peso,Libros,862.88,227.78,384.0,Comercial Blázquez y asociados S.A.,2024-01-23,True,4.4,,,,,,,,,,,,,,,,,,
89.0,Norte Día,Deportes,768.16,263.04,320.0,Ballesteros y Segovia S.Coop.,2023-10-30,True,2.1,,,,,,,,,,,,,,,,,,
90.0,Partido Cambio,Electrónicos,716.41,121.07,171.0,Solana & Asociados S.C.P,2025-01-19,False,4.6,,,,,,,,,,,,,,,,,,
91.0,Cabo Solo,Electrónicos,146.99,119.47,355.0,Servicios Coronado S.L.L.,2024-07-03,True,3.8,,,,,,,,,,,,,,,,,,
92.0,Estaba Pesar,Electrónicos,420.72,168.79,238.0,Distribuciones Salvador S.Coop.,2024-08-26,False,1.2,,,,,,,,,,,,,,,,,,
93.0,Lado Humana,Moda,395.58,386.05,484.0,Transportes Globales S.Com.,2025-08-23,True,4.4,,,,,,,,,,,,,,,,,,
94.0,Televisión Ha,Juguetes,386.58,7.92,180.0,Instalaciones del Norte S.Coop.,2024-06-27,False,4.0,,,,,,,,,,,,,,,,,,
95.0,Dice Elecciones,Moda,542.84,368.64,409.0,Josué González Robledo S.A.,2023-11-17,True,3.0,,,,,,,,,,,,,,,,,,
96.0,Españoles Afirmó,Deportes,441.48,19.37,172.0,Supermercados Mendizábal & Asociados S.A.,2025-10-06,False,3.9,,,,,,,,,,,,,,,,,,
97.0,Hizo Popular,Moda,920.35,490.46,273.0,Regina Cerdán Marti S.Com.,2024-10-31,True,4.6,,,,,,,,,,,,,,,,,,
98.0,Mal Niveles,Juguetes,568.75,18.42,329.0,Chamorro & Asociados S.A.,2024-01-23,False,1.5,,,,,,,,,,,,,,,,,,
99.0,Fútbol Partidos,Moda,189.91,133.78,167.0,Servicios del Noroeste S.Com.,2025-07-15,True,2.8,,,,,,,,,,,,,,,,,,
100.0,Creo Espera,Deportes,763.62,192.67,385.0,Hermanos Rosado S.L.,2025-10-07,False,2.0,,,,,,,,,,,,,,,,,,
101.0,Capacidad Práctica,Electrónicos,475.6,375.77,26.0,Zaira Alonso Villalonga S.L.N.E,2025-10-17,False,1.9,,,,,,,,,,,,,,,,,,
102.0,D Naturaleza,Electrónicos,783.42,327.62,386.0,Minería Vilalta S.L.L.,2025-08-17,True,4.8,,,,,,,,,,,,,,,,,,
103.0,Jóvenes Hicieron,Hogar,840.84,312.56,122.0,Pareja & Asociados S.Coop.,2024-03-04,True,2.9,,,,,,,,,,,,,,,,,,
104.0,Lado Tres,Electrónicos,568.33,112.89,358.0,Desarrollo Españolas S.A.,2024-09-13,False,4.1,,,,,,,,,,,,,,,,,,
105.0,Distintos Apoyo,Hogar,609.83,482.05,367.0,Hermanos Badía S.Com.,2024-03-13,True,4.1,,,,,,,,,,,,,,,,,,
106.0,Aquella Plan,Hogar,965.07,58.51,13.0,Logística ZCN S.L.N.E,2024-07-15,False,3.3,,,,,,,,,,,,,,,,,,
107.0,Igual Estos,Moda,402.69,358.93,38.0,Familia Diéguez S.Coop.,2025-06-15,True,1.4,,,,,,,,,,,,,,,,,,
108.0,Poner Cuadro,Deportes,851.79,302.2,61.0,Grupo Valdés S.A.,2025-06-12,True,2.4,,,,,,,,,,,,,,,,,,
109.0,Cerca Jorge,Moda,664.91,39.13,331.0,Minería XN S.Com.,2025-05-30,False,1.1,,,,,,,,,,,,,,,,,,
110.0,Único Corazón,Moda,824.11,57.24,491.0,Ágata Salom Laguna S.C.P,2023-11-16,False,3.5,,,,,,,,,,,,,,,,,,
111.0,General Busca,Moda,710.24,220.57,375.0,Promociones LKR S.L.,2025-04-20,False,3.5,,,,,,,,,,,,,,,,,,
112.0,Económica Sectores,Juguetes,776.9,235.11,422.0,Desarrollo OU S.L.,2024-02-14,False,2.3,,,,,,,,,,,,,,,,,,
113.0,Compañía Mayoría,Hogar,832.42,47.9,451.0,Inversiones GVIG S.C.P,2024-01-07,False,2.0,,,,,,,,,,,,,,,,,,
114.0,Cuya Todas,Moda,574.15,335.75,172.0,Desarrollo Alemany y asociados S.L.,2025-02-19,True,3.0,,,,,,,,,,,,,,,,,,
115.0,Sus Partir,Deportes,190.02,110.0,408.0,Tecnologías Alsina & Asociados S.Coop.,2024-10-07,False,2.4,,,,,,,,,,,,,,,,,,
116.0,Objetivo Socialista,Juguetes,704.17,141.75,5.0,Infraestructuras Sanz S.L.,2024-07-12,True,1.3,,,,,,,,,,,,,,,,,,
117.0,B Carlos,Libros,412.36,279.81,123.0,Familia Agustín S.L.N.E,2024-01-24,False,3.6,,,,,,,,,,,,,,,,,,
118.0,Mayoría Antonio,Moda,453.69,13.54,150.0,Supermercados Rosales y asociados S.C.P,2025-04-21,True,2.6,,,,,,,,,,,,,,,,,,
119.0,Suficiente Estudios,Hogar,313.14,292.87,242.0,Minería Macías y asociados S.A.U,2025-04-06,False,2.7,,,,,,,,,,,,,,,,,,
120.0,Media San,Libros,554.88,179.15,232.0,Hermanos Criado S.L.U.,2023-11-28,False,2.2,,,,,,,,,,,,,,,,,,
121.0,Había Palabra,Hogar,129.45,100.33,61.0,Mata y Pinto S.L.N.E,2025-07-15,True,1.8,,,,,,,,,,,,,,,,,,
122.0,Pública Volver,Libros,489.36,363.67,500.0,Marita Durán Fernández S.Coop.,2024-07-06,False,4.9,,,,,,,,,,,,,,,,,,
123.0,Realidad Desde,Hogar,303.28,183.64,154.0,Tudela y Campos S.L.,2024-12-27,True,3.8,,,,,,,,,,,,,,,,,,
124.0,Además Tenido,Hogar,281.57,487.28,283.0,Alberto y asociados S.Com.,2024-03-27,False,3.8,,,,,,,,,,,,,,,,,,
125.0,Debe Incluso,Hogar,641.49,377.63,52.0,Alimentación Verdugo S.A.,2025-03-23,True,3.3,,,,,,,,,,,,,,,,,,
126.0,Semana Hubo,Moda,483.93,173.65,494.0,Industrias Navas & Asociados S.L.,2025-04-03,True,2.0,,,,,,,,,,,,,,,,,,
127.0,Compañía Técnica,Moda,122.95,37.35,251.0,Hnos Luz S.C.P,2024-07-13,True,3.3,,,,,,,,,,,,,,,,,,
128.0,Ministro Reunión,Libros,63.07,78.85,288.0,Minería Internacionales S.Coop.,2024-07-10,False,1.3,,,,,,,,,,,,,,,,,,
129.0,Niño Parecía,Hogar,127.27,383.4,310.0,Clemente y Samper S.L.,2024-11-19,True,4.1,,,,,,,,,,,,,,,,,,
130.0,Principales Antonio,Moda,456.01,224.15,440.0,Grupo Sans S.Coop.,2024-11-29,False,2.2,,,,,,,,,,,,,,,,,,
131.0,Mujeres Vuelta,Juguetes,69.63,480.25,50.0,Diez y asociados S.A.,2025-10-20,True,3.5,,,,,,,,,,,,,,,,,,
132.0,Explicó Piel,Deportes,663.82,82.74,88.0,Grupo Montesinos S.Coop.,2023-11-04,True,1.6,,,,,,,,,,,,,,,,,,
133.0,Largo Consumo,Moda,456.0,298.94,149.0,Ochoa & Asociados S.A.,2025-08-22,True,1.9,,,,,,,,,,,,,,,,,,
134.0,Posición Viene,Libros,289.89,430.51,36.0,Soluciones QZOR S.Coop.,2024-06-28,True,4.7,,,,,,,,,,,,,,,,,,
135.0,Aparece Posibilidad,Libros,593.89,402.93,101.0,Río y Jáuregui S.Coop.,2024-01-27,False,1.5,,,,,,,,,,,,,,,,,,
136.0,Sistema Función,Hogar,651.16,454.66,423.0,Hermanos Amor S.L.,2024-08-29,True,1.3,,,,,,,,,,,,,,,,,,
137.0,Habrá Cerca,Hogar,794.7,299.55,422.0,Tecnologías GW S.L.L.,2024-06-13,False,2.8,,,,,,,,,,,,,,,,,,
138.0,He Cierto,Moda,691.79,351.37,482.0,Despacho THX S.A.,2024-04-07,False,3.0,,,,,,,,,,,,,,,,,,
139.0,Presidente Existe,Moda,443.38,301.03,455.0,Sala y asociados S.Coop.,2025-06-24,False,3.9,,,,,,,,,,,,,,,,,,
140.0,Españoles Sea,Juguetes,257.86,50.21,492.0,Fábrica Osuna & Asociados S.L.N.E,2025-09-19,True,5.0,,,,,,,,,,,,,,,,,,
141.0,Precisamente Verdad,Libros,823.21,290.24,390.0,Construcción PTF S.Com.,2024-12-01,True,2.9,,,,,,,,,,,,,,,,,,
142.0,Diez Dos,Libros,447.81,142.69,299.0,Hnos Chamorro S.Com.,2025-04-29,False,3.5,,,,,,,,,,,,,,,,,,
143.0,Siguientes J,Moda,969.36,237.66,209.0,Industrias HMG S.L.L.,2024-10-31,False,2.3,,,,,,,,,,,,,,,,,,
144.0,Pequeña Sino,Electrónicos,859.16,168.25,355.0,Tecnologías Castellana S.Com.,2025-07-25,False,2.2,,,,,,,,,,,,,,,,,,
145.0,Especie N,Moda,815.43,277.3,232.0,Cardona y asociados S.L.,2024-05-13,True,2.3,,,,,,,,,,,,,,,,,,
146.0,Dicho Hubiera,Deportes,124.76,387.41,442.0,Restauración YTAA S.A.U,2025-02-10,True,3.6,,,,,,,,,,,,,,,,,,
147.0,Dirección Fue,Juguetes,467.36,31.83,265.0,Inmobiliaria Ramirez S.C.P,2023-12-15,False,3.5,,,,,,,,,,,,,,,,,,
148.0,Ve Muchos,Moda,629.15,381.2,104.0,Hermanos Solano S.Coop.,2024-09-08,False,3.2,,,,,,,,,,,,,,,,,,
149.0,Primer Palabra,Deportes,443.73,350.63,62.0,Construcción del Mediterráneo S.L.,2025-01-19,True,4.9,,,,,,,,,,,,,,,,,,
150.0,Idea Voz,Juguetes,801.32,356.34,159.0,Hernández & Asociados S.A.,2024-01-06,True,3.2,,,,,,,,,,,,,,,,,,
151.0,Septiembre Libro,Electrónicos,232.45,421.5,58.0,Tecnologías Higueras S.A.,2025-05-19,False,4.8,,,,,,,,,,,,,,,,,,
152.0,Español Pedro,Libros,833.82,251.7,366.0,Jenny Vives Pulido S.L.U.,2024-11-03,False,3.0,,,,,,,,,,,,,,,,,,
153.0,Puso Sé,Deportes,421.34,243.84,241.0,Distribuciones EK S.A.,2025-08-21,True,2.8,,,,,,,,,,,,,,,,,,
154.0,Seguro Hablar,Hogar,389.75,461.32,260.0,Soluciones Montalbán S.L.,2024-07-12,True,4.5,,,,,,,,,,,,,,,,,,
155.0,Minutos Pasó,Deportes,774.95,427.93,174.0,Logística Águila y asociados S.A.U,2024-05-27,False,4.3,,,,,,,,,,,,,,,,,,
156.0,Tipo Primera,Deportes,728.79,419.55,296.0,Hermanos Carrillo S.L.,2024-11-18,False,4.5,,,,,,,,,,,,,,,,,,
157.0,Fernando Estas,Moda,543.19,175.84,282.0,Infraestructuras Integrales S.L.N.E,2025-02-02,False,2.8,,,,,,,,,,,,,,,,,,
158.0,Experiencia Militar,Deportes,870.91,490.48,122.0,Hermanos Varela S.Coop.,2025-06-19,False,1.9,,,,,,,,,,,,,,,,,,
159.0,Señor Tener,Moda,53.21,373.63,361.0,Celestino Botella Hidalgo S.A.,2024-10-15,False,2.5,,,,,,,,,,,,,,,,,,
160.0,Pesar Mercado,Libros,794.47,327.75,77.0,Grupo Requena S.L.N.E,2025-07-22,False,4.9,,,,,,,,,,,,,,,,,,
161.0,Pasó Produce,Hogar,507.27,297.14,445.0,Comercializadora SH S.A.,2024-12-24,True,4.5,,,,,,,,,,,,,,,,,,
162.0,Grupo Mayores,Moda,108.71,455.67,7.0,Hermanos Carrión S.L.L.,2024-03-18,True,2.6,,,,,,,,,,,,,,,,,,
163.0,Obra Pesar,Libros,970.26,42.04,400.0,Despacho Sanmiguel y asociados S.A.,2025-01-17,False,2.4,,,,,,,,,,,,,,,,,,
164.0,Necesidad Importantes,Libros,403.51,44.76,168.0,Fábrica Chico y asociados S.Coop.,2025-02-27,False,4.8,,,,,,,,,,,,,,,,,,
165.0,Otros Menor,Libros,721.53,380.9,446.0,Minería EB S.A.,2024-03-02,True,3.5,,,,,,,,,,,,,,,,,,
166.0,Una Mundial,Hogar,634.85,460.86,116.0,Comercial Salvador & Asociados S.L.N.E,2024-03-10,True,2.7,,,,,,,,,,,,,,,,,,
167.0,Encuentra Actitud,Electrónicos,762.77,353.43,51.0,Banco Iberia S.Com.,2024-10-14,False,1.7000000000000002,,,,,,,,,,,,,,,,,,
168.0,Hora Tres,Deportes,904.39,27.77,407.0,Pereira y asociados S.A.,2024-12-20,True,2.2,,,,,,,,,,,,,,,,,,
169.0,Amigo Medidas,Deportes,436.38,125.88,210.0,Restauración Inteligentes S.A.,2025-05-27,True,1.7000000000000002,,,,,,,,,,,,,,,,,,
170.0,Ella Fueron,Electrónicos,613.4,194.36,349.0,Grupo Atienza S.A.,2023-12-08,True,3.0,,,,,,,,,,,,,,,,,,
171.0,Mesa Año,Juguetes,151.69,233.27,130.0,Industrias Cañas y asociados S.C.P,2025-07-31,False,2.0,,,,,,,,,,,,,,,,,,
172.0,Pie Asimismo,Electrónicos,899.92,235.3,147.0,Suministros Española S.A.,2025-01-09,True,1.3,,,,,,,,,,,,,,,,,,
173.0,Revolución Será,Deportes,987.78,153.08,492.0,Hermanos Boada S.Coop.,2024-01-23,False,3.8,,,,,,,,,,,,,,,,,,
174.0,Experiencia Diferencia,Moda,846.85,103.61,196.0,Tecnologías Pavón S.A.,2025-01-07,False,1.4,,,,,,,,,,,,,,,,,,
175.0,Santiago Datos,Moda,576.2,289.53,358.0,Minería Iberia S.A.,2025-06-29,False,1.1,,,,,,,,,,,,,,,,,,
176.0,Prueba Un,Libros,401.85,9.01,442.0,Servicios Ibéricos S.L.N.E,2024-10-26,True,4.6,,,,,,,,,,,,,,,,,,
177.0,Aumento Corte,Libros,501.76,452.56,146.0,Familia Ortiz S.L.L.,2023-12-18,True,3.4,,,,,,,,,,,,,,,,,,
178.0,Instituto De,Deportes,226.81,99.12,128.0,Compañía Ávila S.A.T.,2025-04-04,True,3.5,,,,,,,,,,,,,,,,,,
179.0,Peor Había,Libros,649.88,157.92,225.0,Matilde Carretero Gimenez S.C.P,2025-04-09,True,3.3,,,,,,,,,,,,,,,,,,
180.0,Dolor Largo,Libros,140.1,455.27,167.0,Farmaceútica Leiva S.Coop.,2024-11-25,False,1.7000000000000002,,,,,,,,,,,,,,,,,,
181.0,Trabajo Silencio,Hogar,788.65,438.85,187.0,Blanca & Asociados S.A.,2025-04-05,False,4.3,,,,,,,,,,,,,,,,,,
